time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Ended_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of ended episode,25610,11100,43.3,3800,14.8,4070,15.9,3680,14.4,2960,11.6
2020,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of ended episode,65720,33180,50.5,9370,14.3,9960,15.2,7600,11.6,5610,8.5
2020,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of ended episode,63340,34670,54.7,8660,13.7,8470,13.4,6730,10.6,4800,7.6
2020,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of ended episode,28390,11390,40.1,4760,16.8,4930,17.4,4180,14.7,3120,11
2020,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of ended episode,24840,11940,48.1,3700,14.9,3680,14.8,3060,12.3,2450,9.8
2020,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of ended episode,40880,21240,52,5660,13.9,6280,15.4,4530,11.1,3170,7.7
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of ended episode,554,176,31.8,66,11.9,146,26.4,111,20,55,9.9
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of ended episode,3096,954,30.8,706,22.8,671,21.7,531,17.2,234,7.6
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of ended episode,789,197,25,126,16,116,14.7,178,22.6,172,21.8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of ended episode,1206,501,41.5,208,17.2,162,13.4,176,14.6,159,13.2
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of ended episode,1576,656,41.6,245,15.5,251,15.9,202,12.8,222,14.1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of ended episode,2670,1107,41.5,462,17.3,483,18.1,388,14.5,230,8.6
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of ended episode,932,523,56.1,72,7.7,60,6.4,139,14.9,138,14.8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of ended episode,1797,512,28.5,331,18.4,396,22,337,18.8,221,12.3
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of ended episode,1172,466,39.8,202,17.2,211,18,182,15.5,111,9.5
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of ended episode,1152,604,52.4,100,8.7,172,14.9,176,15.3,100,8.7
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of ended episode,2347,1486,63.3,271,11.5,242,10.3,203,8.6,145,6.2
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of ended episode,2571,1194,46.4,267,10.4,431,16.8,424,16.5,255,9.9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of ended episode,1409,328,23.3,345,24.5,342,24.3,259,18.4,135,9.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of ended episode,2390,1440,60.3,336,14.1,285,11.9,207,8.7,122,5.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of ended episode,2906,1561,53.7,487,16.8,248,8.5,298,10.3,312,10.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of ended episode,1118,555,49.6,147,13.1,168,15,136,12.2,112,10
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of ended episode,1519,445,29.3,383,25.2,342,22.5,236,15.5,113,7.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of ended episode,1511,518,34.3,249,16.5,319,21.1,227,15,198,13.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of ended episode,2388,843,35.3,409,17.1,435,18.2,412,17.3,289,12.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of ended episode,1100,321,29.2,328,29.8,237,21.5,127,11.5,87,7.9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of ended episode,1152,587,51,151,13.1,178,15.5,170,14.8,66,5.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of ended episode,8622,4617,53.5,1195,13.9,1328,15.4,910,10.6,572,6.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of ended episode,4839,2694,55.7,1015,21,535,11.1,333,6.9,262,5.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of ended episode,4789,2477,51.7,900,18.8,544,11.4,550,11.5,318,6.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of ended episode,2207,817,37,440,19.9,304,13.8,366,16.6,280,12.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of ended episode,2210,958,43.3,470,21.3,378,17.1,254,11.5,150,6.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of ended episode,2309,1174,50.8,188,8.1,388,16.8,326,14.1,233,10.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of ended episode,1213,164,13.5,275,22.7,373,30.8,251,20.7,150,12.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of ended episode,1279,370,28.9,205,16,291,22.8,188,14.7,225,17.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of ended episode,1739,557,32,368,21.2,387,22.3,270,15.5,157,9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of ended episode,1571,391,24.9,377,24,358,22.8,258,16.4,187,11.9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of ended episode,2144,1347,62.8,154,7.2,195,9.1,208,9.7,240,11.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of ended episode,1059,283,26.7,245,23.1,218,20.6,173,16.3,140,13.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of ended episode,2692,1627,60.4,538,20,237,8.8,180,6.7,110,4.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of ended episode,2251,1008,44.8,309,13.7,357,15.9,314,13.9,263,11.7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of ended episode,1936,1026,53,305,15.8,261,13.5,201,10.4,143,7.4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of ended episode,6119,3311,54.1,1102,18,830,13.6,545,8.9,331,5.4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of ended episode,3163,2437,77,191,6,272,8.6,194,6.1,69,2.2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of ended episode,2449,997,40.7,502,20.5,453,18.5,308,12.6,189,7.7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of ended episode,2886,1426,49.4,760,26.3,352,12.2,190,6.6,158,5.5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of ended episode,3090,1459,47.2,467,15.1,419,13.6,372,12,373,12.1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of ended episode,2740,1448,52.8,458,16.7,448,16.4,185,6.8,201,7.3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of ended episode,3121,792,25.4,723,23.2,707,22.7,456,14.6,443,14.2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of ended episode,3046,1100,36.1,561,18.4,649,21.3,427,14,309,10.1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of ended episode,805,200,24.8,92,11.4,222,27.6,175,21.7,116,14.4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of ended episode,2540,999,39.3,527,20.7,490,19.3,325,12.8,199,7.8
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of ended episode,2321,831,35.8,290,12.5,477,20.6,477,20.6,246,10.6
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of ended episode,4009,1559,38.9,986,24.6,652,16.3,503,12.5,309,7.7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of ended episode,5648,3168,56.1,1134,20.1,711,12.6,425,7.5,210,3.7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of ended episode,1843,1110,60.2,270,14.7,164,8.9,177,9.6,122,6.6
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of ended episode,2302,902,39.2,253,11,508,22.1,382,16.6,257,11.2
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of ended episode,5511,2268,41.2,1060,19.2,1066,19.3,676,12.3,441,8
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of ended episode,1750,762,43.5,192,11,295,16.9,259,14.8,242,13.8
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of ended episode,3086,1669,54.1,352,11.4,506,16.4,355,11.5,204,6.6
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of ended episode,3382,1148,33.9,942,27.9,624,18.5,340,10.1,328,9.7
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of ended episode,3944,1536,38.9,817,20.7,737,18.7,468,11.9,386,9.8
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of ended episode,3599,1438,40,1068,29.7,508,14.1,344,9.6,241,6.7
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of ended episode,3587,1236,34.5,760,21.2,796,22.2,537,15,258,7.2
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of ended episode,207,92,44.4,47,22.7,33,15.9,20,9.7,15,7.2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of ended episode,6752,3537,52.4,809,12,986,14.6,960,14.2,460,6.8
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of ended episode,3322,1988,59.8,412,12.4,385,11.6,278,8.4,259,7.8
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of ended episode,3511,2360,67.2,433,12.3,324,9.2,266,7.6,128,3.6
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of ended episode,1106,727,65.7,141,12.7,103,9.3,83,7.5,52,4.7
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of ended episode,4419,2405,54.4,577,13.1,692,15.7,478,10.8,267,6
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of ended episode,1274,618,48.5,146,11.5,213,16.7,211,16.6,86,6.8
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of ended episode,1067,371,34.8,229,21.5,214,20.1,133,12.5,120,11.2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of ended episode,3700,1100,29.7,720,19.5,841,22.7,612,16.5,427,11.5
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of ended episode,2782,1290,46.4,492,17.7,450,16.2,323,11.6,227,8.2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of ended episode,1507,844,56,144,9.6,188,12.5,166,11,165,10.9
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of ended episode,1954,738,37.8,280,14.3,444,22.7,390,20,102,5.2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of ended episode,2571,555,21.6,470,18.3,640,24.9,498,19.4,408,15.9
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of ended episode,2397,1412,58.9,311,13,310,12.9,225,9.4,139,5.8
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of ended episode,4292,2786,64.9,310,7.2,415,9.7,381,8.9,400,9.3
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of ended episode,941,351,37.3,129,13.7,165,17.5,129,13.7,167,17.7
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of ended episode,3935,2037,51.8,594,15.1,470,11.9,471,12,363,9.2
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of ended episode,1115,546,49,128,11.5,160,14.3,149,13.4,132,11.8
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of ended episode,3248,979,30.1,579,17.8,662,20.4,590,18.2,438,13.5
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of ended episode,2759,938,34,252,9.1,524,19,529,19.2,516,18.7
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of ended episode,1546,750,48.5,208,13.5,226,14.6,225,14.6,137,8.9
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of ended episode,4134,1861,45,810,19.6,603,14.6,515,12.5,345,8.3
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of ended episode,1779,802,45.1,210,11.8,243,13.7,294,16.5,230,12.9
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of ended episode,1284,610,47.5,281,21.9,155,12.1,125,9.7,113,8.8
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of ended episode,3402,1687,49.6,438,12.9,499,14.7,431,12.7,347,10.2
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of ended episode,1467,534,36.4,174,11.9,361,24.6,225,15.3,173,11.8
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of ended episode,939,348,37.1,199,21.2,186,19.8,140,14.9,66,7
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of ended episode,2984,1767,59.2,372,12.5,391,13.1,284,9.5,170,5.7
